cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,source
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,38.74,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,44.52,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,49.9,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,44.85,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,44.2,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,49.24,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,42.9,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,49.16,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,52.74,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,35.57,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,1.0,17.5,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,4.0,36.55,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,37.85,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,44.85,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.07,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,48.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,59.8,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,42.0,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,47.05,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,36.87,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,45.74,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,35.0,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,42.9,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,52.17,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,36.87,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,41.67,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,48.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.07,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.72,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,2.0,20.67,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,44.2,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,2.0,29.22,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,9.0,39.07,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,30.0,41.02,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,35.73,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.07,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,33.7,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,28.81,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,41.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,29.55,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,37.2,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,38.17,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,41.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,47.7,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,25.15,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,33.7,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.72,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,45.42,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.02,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.5,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,34.02,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.02,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,36.55,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.17,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.12,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.17,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,33.37,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.72,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,10.74,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,11.15,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,12.78,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,8.87,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.17,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,24.18,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,22.88,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,23.75,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,22.66,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.18,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.62,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.49,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.49,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.36,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.4,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.06,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.58,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.84,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.4,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,23.97,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.23,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,28.76,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.02,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.84,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.58,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.15,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.45,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.89,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,29.2,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.15,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,28.11,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.58,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.02,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.36,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.71,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,23.75,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.06,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.89,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,23.75,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.93,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.62,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.58,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.93,D4
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.62,D4
382.97872340425533,0.0,0.0,180.0,0.0,1072.2127659574467,714.8085106382979,28.0,20.48,D4
382.97872340425533,0.0,0.0,180.0,0.0,1072.2127659574467,714.8085106382979,28.0,20.92,D4
382.97872340425533,0.0,0.0,180.0,0.0,1072.2127659574467,714.8085106382979,28.0,19.61,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.65,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.78,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.69,D4
461.53846153846155,0.0,0.0,180.0,0.0,1025.076923076923,683.3846153846155,28.0,25.71,D4
461.53846153846155,0.0,0.0,180.0,0.0,1025.076923076923,683.3846153846155,28.0,28.76,D4
461.53846153846155,0.0,0.0,180.0,0.0,1025.076923076923,683.3846153846155,28.0,27.89,D4
486.4864864864865,0.0,0.0,180.0,0.0,1010.1081081081081,673.4054054054054,28.0,26.8,D4
486.4864864864865,0.0,0.0,180.0,0.0,1010.1081081081081,673.4054054054054,28.0,30.94,D4
486.4864864864865,0.0,0.0,180.0,0.0,1010.1081081081081,673.4054054054054,28.0,29.85,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,18.3,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.56,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,18.52,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.56,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,18.52,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,17.43,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,18.3,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.78,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.56,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.12,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,17.65,D4
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,17.43,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,3.0,37.85,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,7.0,42.83,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,28.0,56.1,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,90.0,65.9,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,180.0,70.2,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,365.0,77.4,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,3.0,52.95,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,7.0,62.6,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,28.0,72.6,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,90.0,75.9,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,180.0,83.4,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,365.0,94.1,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,3.0,63.7,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,7.0,77.3,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,28.0,95.1,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,90.0,99.8,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,180.0,105.1,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,365.0,109.2,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,3.0,61.0,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,7.0,75.2,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,28.0,94.3,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,90.0,98.0,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,180.0,100.1,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,365.0,108.2,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,3.0,35.52,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,7.0,46.56,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,63.8,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,90.0,68.6,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,180.0,67.0,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,365.0,78.5,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,3.0,33.86,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,7.0,41.09,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,61.3,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,90.0,68.0,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,180.0,70.9,D4
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,365.0,75.4,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,3.0,55.7,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,7.0,62.6,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,28.0,75.6,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,90.0,80.7,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,180.0,81.8,D4
750.0,0.0,0.0,180.0,0.0,852.0,568.0,365.0,87.0,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,3.0,59.8,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,7.0,67.7,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,28.0,79.6,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,90.0,82.7,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,180.0,83.4,D4
720.0,0.0,0.0,180.0,0.0,870.0,580.0,365.0,85.1,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,3.0,36.35,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,7.0,45.57,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,28.0,54.9,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,90.0,67.2,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,180.0,68.0,D4
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,365.0,74.1,D4
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,3.0,33.28,D4
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,7.0,38.43,D4
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,28.0,50.8,D4
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,90.0,51.63,D4
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,180.0,53.37,D4
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,365.0,56.3,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.38,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,11.19,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,11.33,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,12.22,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.66,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.14,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.2,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.79,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.57,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.78,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.98,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.26,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.53,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.74,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.12,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.71,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.26,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.53,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.6,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.76,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.04,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.45,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.05,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.34,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.54,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.89,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.09,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.76,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.24,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.7,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.28,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.22,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.7,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.97,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.38,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.59,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.2,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.75,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.09,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.13,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.27,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.19,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.85,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.57,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.16,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.03,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.16,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.05,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.26,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.53,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.53,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.01,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.49,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.27,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.68,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.96,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.39,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.39,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.01,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.46,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.56,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.17,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.17,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.9,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.42,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.9,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.04,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.9,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.17,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.52,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.06,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.06,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.06,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.41,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.75,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.59,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.72,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.93,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.27,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.82,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.86,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.93,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.2,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.75,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.16,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.57,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.12,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.12,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.46,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.71,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.16,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.75,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.71,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.43,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.94,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.67,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.51,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.08,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.49,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.21,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.08,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.62,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.87,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.67,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.14,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.42,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.69,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.69,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.73,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.12,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.91,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.57,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.78,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.43,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.23,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.19,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.94,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.69,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.97,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.45,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.51,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.2,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.64,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.91,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.64,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.64,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.84,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.57,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.64,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.91,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,26.18,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,26.59,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,26.66,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,29.95,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,28.92,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,29.54,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,29.47,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,29.47,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,28.03,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.69,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.35,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,26.8,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.57,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.29,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.29,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.88,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.34,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.06,D4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.06,D4
